age	workclass	fnlwgt	education	education-num	marital-status	occupation	relationship	race	sex	capital-gain	capital-loss	hours-per-week	native-country	y	Arguments
32	Private	286689	Assoc-acdm	12	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	42	United-States	>50K	
30	Local-gov	44566	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	80	United-States	<=50K	
41	Private	119266	HS-grad	9	Married-civ-spouse	Other-service	Husband	White	Male	0	0	40	United-States	<=50K	
34	Private	34848	Some-college	10	Married-civ-spouse	Transport-moving	Husband	White	Male	4064	0	40	United-States	<=50K	
34	Private	342709	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	<=50K	
29	Private	113870	1st-4th	2	Married-civ-spouse	Other-service	Husband	White	Male	0	0	40	?	<=50K	
23	Private	213811	Bachelors	13	Never-married	Exec-managerial	Own-child	White	Female	0	0	40	United-States	<=50K	
40	Private	84136	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	25	United-States	<=50K	
37	Private	223433	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K	
44	Self-emp-not-inc	201742	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	2415	50	United-States	>50K	
22	Private	374116	HS-grad	9	Never-married	Priv-house-serv	Own-child	White	Female	0	0	36	United-States	<=50K	
44	Private	175943	Bachelors	13	Married-civ-spouse	Prof-specialty	Wife	White	Female	0	0	20	United-States	<=50K	
36	Private	167482	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	>50K	
40	Private	182217	Some-college	10	Married-civ-spouse	Other-service	Wife	White	Female	0	0	40	Scotland	<=50K	
42	Private	175515	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
43	Private	70055	Some-college	10	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	<=50K	
31	Private	651396	HS-grad	9	Never-married	Sales	Own-child	White	Female	0	1594	30	United-States	<=50K	
19	Private	73190	Some-college	10	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	20	United-States	<=50K	
44	Private	215468	Bachelors	13	Separated	Machine-op-inspct	Unmarried	Black	Female	0	0	7	United-States	<=50K	
35	Private	82622	HS-grad	9	Divorced	Exec-managerial	Not-in-family	White	Male	0	0	50	United-States	<=50K	
51	Private	313146	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K	
51	Private	139347	HS-grad	9	Married-civ-spouse	Adm-clerical	Wife	White	Female	7688	0	40	United-States	>50K	
21	Private	230248	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	25	United-States	<=50K	
26	Federal-gov	52322	Bachelors	13	Never-married	Tech-support	Not-in-family	Other	Male	0	0	60	United-States	<=50K	
52	Private	126978	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Wife	Asian-Pac-Islander	Female	0	0	40	China	<=50K	
51	State-gov	94174	Some-college	10	Divorced	Adm-clerical	Unmarried	White	Female	0	0	35	United-States	<=50K	
28	Private	51461	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	1887	40	United-States	>50K	
38	Private	209609	Some-college	10	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	40	United-States	>50K	
37	Private	126675	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	57	United-States	<=50K	
22	Private	124454	Some-college	10	Never-married	Sales	Not-in-family	White	Male	0	0	30	United-States	<=50K	
40	Private	187802	Some-college	10	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	1887	40	United-States	>50K	
39	Private	76417	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K	
24	Private	604537	HS-grad	9	Never-married	Transport-moving	Unmarried	White	Male	0	0	40	Mexico	<=50K	
41	Private	175674	Bachelors	13	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	40	United-States	>50K	
35	Local-gov	387777	Assoc-acdm	12	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	52	United-States	<=50K	
54	Local-gov	168553	Bachelors	13	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	<=50K	
37	Private	123833	Some-college	10	Never-married	Sales	Not-in-family	White	Male	0	0	60	United-States	<=50K	
31	Private	223212	7th-8th	4	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	50	United-States	<=50K	
67	?	63552	7th-8th	4	Widowed	?	Not-in-family	White	Female	0	0	35	United-States	<=50K	
28	State-gov	381789	Some-college	10	Separated	Exec-managerial	Own-child	White	Male	0	2339	40	United-States	<=50K	
44	Self-emp-not-inc	115896	Assoc-voc	11	Widowed	Prof-specialty	Unmarried	White	Female	0	0	40	United-States	<=50K	
42	Private	245317	10th	6	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	50	United-States	<=50K	
36	Federal-gov	106297	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K	
35	Private	27408	Some-college	10	Never-married	Sales	Not-in-family	White	Male	0	0	40	United-States	<=50K	
34	Private	137814	Some-college	10	Separated	Sales	Not-in-family	White	Male	0	0	45	United-States	<=50K	
50	Private	191299	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	<=50K	
30	Private	35644	11th	7	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	50	United-States	<=50K	
31	Private	265706	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	7298	0	40	United-States	>50K	
45	Private	167617	Some-college	10	Married-civ-spouse	Other-service	Husband	White	Male	0	0	40	United-States	<=50K	
32	State-gov	200469	Some-college	10	Never-married	Protective-serv	Unmarried	Black	Female	3887	0	40	United-States	<=50K	
30	Self-emp-not-inc	31510	Assoc-acdm	12	Divorced	Craft-repair	Not-in-family	White	Male	0	0	50	United-States	<=50K	
36	Private	199501	Some-college	10	Divorced	Exec-managerial	Unmarried	Black	Female	0	0	38	United-States	<=50K	
54	Federal-gov	230387	HS-grad	9	Widowed	Adm-clerical	Unmarried	White	Female	0	0	35	United-States	<=50K	
41	Private	297186	HS-grad	9	Married-civ-spouse	Transport-moving	Wife	White	Female	0	0	40	United-States	<=50K	
30	Private	163604	Bachelors	13	Widowed	Prof-specialty	Unmarried	White	Female	0	0	55	United-States	>50K	
25	Private	193773	HS-grad	9	Never-married	Other-service	Not-in-family	Black	Female	0	0	35	United-States	<=50K	
42	Private	366180	Some-college	10	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	55	United-States	>50K	
33	Federal-gov	26543	Assoc-voc	11	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	40	United-States	>50K	
34	Local-gov	209213	Bachelors	13	Never-married	Prof-specialty	Other-relative	Black	Male	0	0	15	United-States	<=50K	
21	Private	383603	10th	6	Never-married	Other-service	Not-in-family	White	Female	0	0	35	United-States	<=50K	
34	Private	226629	HS-grad	9	Never-married	Priv-house-serv	Not-in-family	White	Female	0	0	40	Mexico	<=50K	
43	Private	299197	Some-college	10	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	<=50K	
33	Private	123291	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	84	United-States	>50K	
34	State-gov	221966	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	45	United-States	<=50K	
41	Private	34037	HS-grad	9	Never-married	Handlers-cleaners	Not-in-family	White	Male	0	0	40	United-States	<=50K	
31	Private	257863	Some-college	10	Divorced	Other-service	Not-in-family	White	Female	0	0	15	United-States	<=50K	
48	Private	182541	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	15024	0	45	United-States	>50K	
39	Private	181661	HS-grad	9	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	0	0	40	United-States	<=50K	
73	Private	284680	HS-grad	9	Divorced	Other-service	Not-in-family	White	Female	0	0	20	United-States	<=50K	
28	Private	65171	Some-college	10	Married-civ-spouse	Tech-support	Husband	White	Male	0	0	70	United-States	<=50K	
51	Private	340588	1st-4th	2	Married-civ-spouse	Other-service	Husband	White	Male	0	0	54	Mexico	<=50K	
53	Private	133436	7th-8th	4	Divorced	Machine-op-inspct	Not-in-family	White	Female	0	0	40	United-States	<=50K	
32	Private	190784	Some-college	10	Divorced	Machine-op-inspct	Unmarried	Amer-Indian-Eskimo	Male	0	0	40	United-States	<=50K	
32	Private	178835	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Male	0	0	40	United-States	<=50K	
70	Self-emp-not-inc	177199	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	3	United-States	<=50K	
42	State-gov	160369	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K	
39	Self-emp-not-inc	315640	Bachelors	13	Never-married	Sales	Own-child	Asian-Pac-Islander	Male	0	0	60	Iran	<=50K	
38	Private	183279	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	43	United-States	<=50K	
39	Self-emp-inc	172538	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K	
45	Private	116360	HS-grad	9	Divorced	Other-service	Not-in-family	Black	Female	0	0	35	United-States	<=50K	
45	Private	194772	Some-college	10	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	55	United-States	<=50K	
20	Private	164219	HS-grad	9	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	45	United-States	<=50K	
38	Local-gov	188612	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	45	United-States	<=50K	
23	?	263899	HS-grad	9	Never-married	?	Own-child	Black	Male	0	0	12	England	<=50K	
53	Private	217568	HS-grad	9	Widowed	Craft-repair	Unmarried	Black	Female	0	0	40	United-States	<=50K	
64	?	211360	HS-grad	9	Widowed	?	Not-in-family	White	Female	0	0	30	United-States	<=50K	
29	Private	383745	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	1887	30	United-States	>50K	
81	Self-emp-inc	247232	10th	6	Married-civ-spouse	Exec-managerial	Wife	White	Female	2936	0	28	United-States	<=50K	
29	Private	197932	Some-college	10	Separated	Priv-house-serv	Not-in-family	White	Female	0	0	30	Guatemala	<=50K	
51	Private	166934	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	>50K	
34	Private	301591	HS-grad	9	Never-married	Exec-managerial	Unmarried	White	Female	0	0	35	United-States	<=50K	
70	?	346053	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	0	40	United-States	<=50K	
17	?	170320	11th	7	Never-married	?	Own-child	White	Female	0	0	8	United-States	<=50K	
26	Private	292692	12th	8	Never-married	Craft-repair	Not-in-family	White	Male	0	0	40	Mexico	<=50K	
39	Private	236391	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	50	United-States	>50K	
50	Self-emp-not-inc	68898	Masters	14	Married-civ-spouse	Sales	Husband	White	Male	7688	0	55	United-States	>50K	
19	Private	162954	12th	8	Never-married	Other-service	Own-child	White	Female	0	0	20	United-States	<=50K	
53	Private	192386	HS-grad	9	Separated	Transport-moving	Unmarried	White	Male	0	0	45	United-States	<=50K	
20	Private	39477	Some-college	10	Never-married	Prof-specialty	Not-in-family	White	Female	0	0	30	United-States	<=50K	
26	Private	258768	Some-college	10	Never-married	Transport-moving	Not-in-family	Black	Male	2174	0	75	United-States	<=50K	
65	Self-emp-not-inc	175202	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	24	United-States	<=50K	
44	Private	60414	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K	
49	Private	265295	HS-grad	9	Never-married	Craft-repair	Not-in-family	White	Male	0	0	40	United-States	<=50K	
27	Private	191177	Some-college	10	Never-married	Adm-clerical	Own-child	White	Female	0	0	40	United-States	<=50K	
48	Self-emp-inc	184787	7th-8th	4	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	50	United-States	>50K	
48	Federal-gov	215389	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	Black	Male	0	0	40	United-States	>50K	
25	Local-gov	63996	HS-grad	9	Divorced	Adm-clerical	Not-in-family	White	Female	0	0	40	United-States	<=50K	
33	Self-emp-inc	144949	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	65	United-States	<=50K	
48	Private	159726	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	55	United-States	>50K	
25	?	335376	Bachelors	13	Never-married	?	Own-child	White	Female	0	0	30	United-States	<=50K	
24	Private	404416	Some-college	10	Never-married	Handlers-cleaners	Not-in-family	White	Male	0	0	40	United-States	<=50K	
47	Private	249935	11th	7	Divorced	Craft-repair	Own-child	White	Male	0	0	8	United-States	<=50K	
33	Private	219034	11th	7	Never-married	Sales	Not-in-family	White	Female	0	0	40	United-States	<=50K	
42	Self-emp-not-inc	343609	Some-college	10	Separated	Other-service	Unmarried	Black	Female	0	0	50	United-States	<=50K	
34	Private	213226	Bachelors	13	Never-married	Sales	Not-in-family	White	Male	0	0	65	United-States	>50K	
40	Local-gov	179580	HS-grad	9	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	40	United-States	<=50K	
56	Self-emp-inc	24127	Assoc-voc	11	Married-civ-spouse	Sales	Husband	White	Male	0	0	54	United-States	>50K	
44	Private	163215	12th	8	Divorced	Machine-op-inspct	Unmarried	White	Female	0	0	40	United-States	<=50K	
42	Private	172297	Masters	14	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	1902	40	United-States	>50K	
52	Private	194259	HS-grad	9	Divorced	Sales	Not-in-family	White	Female	0	0	40	Germany	<=50K	
58	Private	234481	10th	6	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	<=50K	
44	State-gov	185832	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	46	United-States	>50K	
43	Private	110556	HS-grad	9	Separated	Exec-managerial	Unmarried	Black	Female	0	0	40	United-States	<=50K	
37	Local-gov	397877	Bachelors	13	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	>50K	
51	Private	115066	Some-college	10	Divorced	Adm-clerical	Unmarried	White	Female	0	2547	40	United-States	>50K	
52	Private	98588	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
34	Private	36385	Masters	14	Never-married	Prof-specialty	Not-in-family	White	Male	0	2258	50	United-States	<=50K	
25	Private	117833	Bachelors	13	Never-married	Prof-specialty	Not-in-family	White	Female	0	1876	40	United-States	<=50K	
29	Private	168138	Bachelors	13	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	40	United-States	>50K	
31	Private	131425	Bachelors	13	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	<=50K	
23	Private	283796	12th	8	Never-married	Machine-op-inspct	Other-relative	White	Male	0	0	30	Mexico	<=50K	
46	Local-gov	324561	Masters	14	Married-civ-spouse	Prof-specialty	Wife	White	Female	0	0	45	United-States	>50K	
59	Private	258579	Some-college	10	Married-civ-spouse	Transport-moving	Husband	White	Male	3103	0	35	United-States	>50K	
31	Private	182162	HS-grad	9	Married-civ-spouse	Adm-clerical	Wife	White	Female	0	0	37	United-States	<=50K	
65	?	404601	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	2414	0	30	United-States	<=50K	
18	Private	334026	11th	7	Never-married	Craft-repair	Own-child	White	Male	0	0	25	United-States	<=50K	
19	Private	194905	Some-college	10	Never-married	Other-service	Own-child	White	Female	0	0	12	United-States	<=50K	
33	Private	146440	Some-college	10	Married-civ-spouse	Craft-repair	Husband	White	Male	0	1740	40	United-States	<=50K	
23	Private	410439	HS-grad	9	Never-married	Adm-clerical	Own-child	White	Male	0	0	25	United-States	<=50K	
44	Private	198096	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	7688	0	40	United-States	>50K	
39	Private	139703	HS-grad	9	Married-spouse-absent	Sales	Unmarried	Black	Female	0	0	28	Jamaica	<=50K	
39	Private	150061	Masters	14	Divorced	Exec-managerial	Unmarried	Black	Female	15020	0	60	United-States	>50K	
20	Private	107658	Some-college	10	Never-married	Tech-support	Not-in-family	White	Female	0	0	10	Canada	<=50K	
33	Private	53042	12th	8	Never-married	Craft-repair	Own-child	Black	Male	0	0	40	United-States	<=50K	
47	Self-emp-not-inc	237731	HS-grad	9	Married-civ-spouse	Farming-fishing	Husband	White	Male	2829	0	65	United-States	<=50K	
17	Private	205726	11th	7	Never-married	Sales	Own-child	White	Female	0	0	15	United-States	<=50K	
35	Local-gov	38948	Some-college	10	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	50	United-States	<=50K	
67	?	159542	5th-6th	3	Widowed	?	Unmarried	Black	Female	0	0	40	United-States	<=50K	
20	Private	68358	Some-college	10	Never-married	Adm-clerical	Own-child	White	Female	0	0	12	United-States	<=50K	
18	Private	188616	11th	7	Never-married	Sales	Own-child	White	Male	0	0	15	United-States	<=50K	
34	State-gov	327902	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	55	United-States	<=50K	
57	Self-emp-not-inc	35561	HS-grad	9	Married-civ-spouse	Farming-fishing	Husband	White	Male	0	0	60	United-States	>50K	
36	Self-emp-not-inc	36270	HS-grad	9	Divorced	Transport-moving	Not-in-family	White	Male	0	0	60	United-States	<=50K	
33	Federal-gov	29617	Some-college	10	Divorced	Other-service	Not-in-family	Black	Male	0	0	40	United-States	<=50K	
25	Self-emp-not-inc	37741	Bachelors	13	Married-civ-spouse	Exec-managerial	Wife	White	Female	0	0	40	United-States	<=50K	
22	Private	39615	Some-college	10	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	45	United-States	<=50K	
39	Private	32146	Masters	14	Never-married	Prof-specialty	Not-in-family	White	Male	0	0	60	United-States	<=50K	
18	Private	170183	HS-grad	9	Never-married	Other-service	Own-child	White	Female	0	0	20	United-States	<=50K	
58	Self-emp-inc	174864	HS-grad	9	Married-civ-spouse	Sales	Husband	White	Male	0	0	55	United-States	>50K	
35	Private	30529	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Male	0	0	40	United-States	<=50K	
54	Private	53833	5th-6th	3	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	>50K	
66	?	186030	7th-8th	4	Married-civ-spouse	?	Husband	White	Male	0	0	32	United-States	<=50K	
36	Private	112497	9th	5	Married-civ-spouse	Sales	Own-child	White	Male	0	0	50	United-States	>50K	
28	Private	27044	Assoc-acdm	12	Divorced	Exec-managerial	Not-in-family	White	Female	0	0	43	United-States	<=50K	
46	State-gov	55377	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	Black	Male	0	0	40	United-States	>50K	
41	Self-emp-not-inc	95708	Masters	14	Never-married	Exec-managerial	Not-in-family	Asian-Pac-Islander	Male	0	0	45	United-States	>50K	
45	Federal-gov	358242	Bachelors	13	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	45	United-States	>50K	
68	Private	45508	5th-6th	3	Married-spouse-absent	Sales	Not-in-family	White	Male	0	0	22	United-States	<=50K	
51	?	182543	1st-4th	2	Separated	?	Unmarried	White	Female	0	0	40	Mexico	<=50K	
46	Local-gov	167159	Some-college	10	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	70	United-States	>50K	
50	Private	168212	Masters	14	Married-civ-spouse	Craft-repair	Husband	White	Male	0	1902	45	United-States	>50K	
46	Private	180505	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	Black	Male	0	0	40	United-States	<=50K	
26	Private	154093	HS-grad	9	Never-married	Transport-moving	Own-child	Black	Male	0	0	40	United-States	<=50K	
34	Private	305619	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K	
38	Private	171150	Assoc-acdm	12	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	40	United-States	>50K	
53	Private	48641	12th	8	Never-married	Other-service	Not-in-family	Other	Female	0	0	35	United-States	<=50K	
32	Private	143604	HS-grad	9	Divorced	Other-service	Not-in-family	Black	Female	0	0	16	United-States	<=50K	
29	Private	163167	HS-grad	9	Divorced	Sales	Own-child	White	Male	0	0	40	United-States	<=50K	
31	Private	142675	Some-college	10	Never-married	Exec-managerial	Own-child	White	Male	0	0	40	United-States	<=50K	
23	Private	110677	Some-college	10	Never-married	Other-service	Own-child	White	Female	0	0	15	United-States	<=50K	
21	Private	189749	Some-college	10	Never-married	Sales	Own-child	White	Male	0	0	40	United-States	<=50K	
26	Private	36201	Bachelors	13	Never-married	Sales	Not-in-family	White	Male	0	0	50	United-States	<=50K	
22	Private	223019	HS-grad	9	Never-married	Adm-clerical	Own-child	White	Female	0	0	20	United-States	<=50K	
21	Private	112137	Some-college	10	Never-married	Prof-specialty	Other-relative	Asian-Pac-Islander	Female	0	0	20	South	<=50K	
26	Private	149734	HS-grad	9	Separated	Craft-repair	Unmarried	Black	Female	0	1594	40	United-States	<=50K	
23	Private	113309	Some-college	10	Never-married	Transport-moving	Not-in-family	White	Male	0	0	40	United-States	<=50K	
29	State-gov	243875	Assoc-voc	11	Divorced	Adm-clerical	Own-child	White	Male	0	0	40	United-States	<=50K	
48	Private	143299	HS-grad	9	Never-married	Machine-op-inspct	Not-in-family	Black	Male	0	0	40	United-States	<=50K	
23	Local-gov	197918	Some-college	10	Never-married	Protective-serv	Own-child	White	Male	0	0	40	United-States	>50K	
52	Private	443742	Some-college	10	Divorced	Exec-managerial	Not-in-family	White	Male	0	0	60	United-States	<=50K	
40	Private	51290	Masters	14	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	50	United-States	>50K	
40	Private	27821	Assoc-voc	11	Married-civ-spouse	Transport-moving	Husband	White	Male	2829	0	40	United-States	<=50K	
37	State-gov	160910	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	45	United-States	<=50K	
30	Private	83253	HS-grad	9	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	0	55	United-States	<=50K	
61	Private	101265	12th	8	Widowed	Machine-op-inspct	Unmarried	White	Female	0	0	40	Italy	<=50K	
24	Private	89347	11th	7	Never-married	Machine-op-inspct	Not-in-family	White	Female	0	0	40	United-States	<=50K	
20	Private	286166	HS-grad	9	Never-married	Sales	Not-in-family	White	Male	0	0	48	United-States	<=50K	
36	Private	353524	HS-grad	9	Divorced	Exec-managerial	Own-child	White	Female	1831	0	40	United-States	<=50K	
31	Self-emp-inc	103435	HS-grad	9	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	50	United-States	<=50K	
55	Local-gov	159028	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	0	40	United-States	<=50K	
17	Private	98675	9th	5	Never-married	Other-service	Unmarried	White	Female	0	0	20	United-States	<=50K	
26	Self-emp-not-inc	34307	Assoc-voc	11	Never-married	Farming-fishing	Own-child	White	Male	0	0	65	United-States	<=50K	
31	Private	288825	HS-grad	9	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	5013	0	40	United-States	<=50K	
37	Private	192939	Bachelors	13	Married-civ-spouse	Craft-repair	Husband	White	Male	0	0	40	United-States	>50K	
56	State-gov	67662	Masters	14	Divorced	Prof-specialty	Not-in-family	White	Female	0	0	39	United-States	<=50K	
49	Federal-gov	229376	HS-grad	9	Married-civ-spouse	Adm-clerical	Husband	White	Male	0	0	40	United-States	>50K	
59	Private	98350	HS-grad	9	Divorced	Other-service	Not-in-family	Asian-Pac-Islander	Male	0	0	40	China	<=50K	
33	Self-emp-inc	289886	HS-grad	9	Never-married	Other-service	Unmarried	Asian-Pac-Islander	Male	0	0	40	Vietnam	<=50K	
56	Private	181220	Bachelors	13	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	>50K	
55	Self-emp-inc	120920	Masters	14	Divorced	Prof-specialty	Not-in-family	White	Female	0	0	35	United-States	<=50K	
58	Private	142158	Bachelors	13	Divorced	Exec-managerial	Unmarried	White	Female	0	0	35	United-States	<=50K	
60	State-gov	69251	Masters	14	Married-civ-spouse	Prof-specialty	Husband	Asian-Pac-Islander	Male	0	0	38	China	>50K	
19	State-gov	37332	HS-grad	9	Never-married	Adm-clerical	Not-in-family	White	Female	0	0	20	United-States	<=50K	
48	Local-gov	242923	HS-grad	9	Married-civ-spouse	Tech-support	Wife	White	Female	0	1848	40	United-States	>50K	
48	Private	209460	HS-grad	9	Divorced	Handlers-cleaners	Not-in-family	White	Male	0	0	40	United-States	<=50K	
17	Private	82041	11th	7	Never-married	Handlers-cleaners	Own-child	White	Male	0	0	40	Canada	<=50K	
40	Private	231991	HS-grad	9	Divorced	Exec-managerial	Unmarried	White	Female	0	0	40	United-States	<=50K	
18	Private	31983	12th	8	Never-married	Adm-clerical	Own-child	White	Female	0	0	20	United-States	<=50K	
59	Private	81929	Doctorate	16	Married-civ-spouse	Prof-specialty	Husband	White	Male	0	2415	45	United-States	>50K	
70	?	149040	HS-grad	9	Widowed	?	Not-in-family	White	Female	2964	0	12	United-States	<=50K	
31	Self-emp-not-inc	216283	Assoc-acdm	12	Married-civ-spouse	Other-service	Wife	White	Female	0	0	35	United-States	>50K	
44	Self-emp-not-inc	282722	Prof-school	15	Married-civ-spouse	Prof-specialty	Husband	White	Male	99999	0	50	United-States	>50K	
59	Private	174040	Some-college	10	Divorced	Prof-specialty	Unmarried	White	Male	0	0	40	United-States	<=50K	
36	Private	107916	HS-grad	9	Married-civ-spouse	Transport-moving	Husband	White	Male	0	2002	40	United-States	<=50K	
39	Private	130620	7th-8th	4	Married-spouse-absent	Machine-op-inspct	Unmarried	Other	Female	0	0	40	Dominican-Republic	<=50K	
47	?	308242	HS-grad	9	Married-civ-spouse	?	Husband	White	Male	0	0	40	United-States	<=50K	
52	State-gov	135388	HS-grad	9	Married-civ-spouse	Craft-repair	Husband	White	Male	5013	0	40	United-States	<=50K	
41	State-gov	222434	Assoc-acdm	12	Married-civ-spouse	Protective-serv	Husband	White	Male	0	0	40	United-States	<=50K	
27	Private	176683	Assoc-voc	11	Married-civ-spouse	Other-service	Husband	White	Male	0	0	60	United-States	<=50K	
59	Self-emp-inc	200453	Masters	14	Married-civ-spouse	Sales	Husband	White	Male	0	0	40	United-States	<=50K	
33	Private	157568	HS-grad	9	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	United-States	<=50K	
27	Private	404421	Some-college	10	Never-married	Handlers-cleaners	Not-in-family	Black	Male	0	0	40	United-States	<=50K	
45	Private	185437	Assoc-acdm	12	Divorced	Craft-repair	Not-in-family	White	Female	0	0	55	United-States	<=50K	
51	Self-emp-not-inc	240236	Assoc-acdm	12	Separated	Sales	Not-in-family	Black	Male	0	0	30	United-States	<=50K	
17	Private	25690	10th	6	Never-married	Other-service	Own-child	White	Female	0	0	10	United-States	<=50K	
39	Private	121468	Bachelors	13	Never-married	Exec-managerial	Own-child	Asian-Pac-Islander	Female	0	0	35	United-States	<=50K	
38	Private	146398	HS-grad	9	Never-married	Other-service	Unmarried	Black	Female	0	0	24	United-States	<=50K	
33	Self-emp-not-inc	134886	Bachelors	13	Married-civ-spouse	Prof-specialty	Wife	White	Female	0	0	50	United-States	>50K	
39	Private	188069	Bachelors	13	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	0	0	40	?	<=50K	
31	Private	263561	Masters	14	Married-civ-spouse	Exec-managerial	Husband	White	Male	0	0	40	United-States	>50K	
30	Private	460408	Some-college	10	Married-civ-spouse	Sales	Husband	White	Male	0	1672	45	United-States	<=50K	
