attacking_pieces	pieces_on_king_side	close_combat_pieces	pawn_attack	pawn_defense	defensive_pawn_structure	blocked_center	open_file	strong_open_file	queen_bishop_diagonal	castling_type	bishops	Attack	Arguments	FEN	Result	Black	White	Event
1	4	0	0	3	g7	no	no	no	no	same	0	no		r4rk1/pbpnqppp/1p3n2/3p4/3P4/2N2NP1/PP1QPPBP/2R2RK1 w - - 0 12	1/2-1/2	Kholmov, Ratmir D	Titov, German	GMA op
1	2	1	1	2	g7	no	no	no	no	same	1	no		r1bq1rk1/pp1n2pp/3b4/3pNp2/2pP1P2/2P5/P1P1B1PP/R1BQ1RK1 w - - 0 12	1-0	Reshevsky, Samuel Herman	Tseshkovsky, Vitaly	GMA op
2	2	1	0	3	nog7_bishop	no	no	no	no	same	2	no		2rqr1k1/pp2ppb1/2bp2pp/3Bn1B1/4P3/2N4P/PPP1QPP1/1R2R1K1 w - - 0 17	1/2-1/2	Makarichev, Sergey	Veroci, Zsuzsa	GMA op
0	3	0	0	3	g7	no	no	no	no	same	0	no		2r1r1k1/pp3ppp/1q1p1n2/3P1b2/1p6/1N4P1/PP2PPBP/R2Q1RK1 w - - 0 17	1-0	Anand, Viswanathan	Vladimirov, Evgeny	GMA op
3	2	0	0	3	g7	no	no	no	no	same	2	no		r4rk1/pp3ppp/2pq2b1/3n4/2Bp4/3P1Q2/PPP2PPP/R1B1R1K1 w - - 0 15	1-0	Klaric, Zlatko	Yurtaev, Leonid	GMA op
3	2	0	0	3	g7	no	no	no	yes	same	2	no		r1b1rbk1/1p3ppp/2pp4/p5q1/2PQB3/1P4P1/PB2PP1P/3R1RK1 w - - 0 16	1/2-1/2	Lau, Ralf	Adorjan, Andras	GMA op
2	2	0	0	3	nog7	no	no	no	no	same	1	no		2rqrbk1/pb3p2/1pp1n1pp/3pP3/3P4/2N2N2/PP1Q1PPP/1B1RR1K1 w - - 0 20	1/2-1/2	Olafsson, Helgi	Dlugy, Maxim	GMA op
0	1	0	1	3	g7	no	no	no	no	same	0	no		4r1k1/p4pp1/1p3b1p/3p1q2/2rP1P2/2NR2P1/PP1Q3P/3R2K1 w - - 0 26	1/2-1/2	Kotronias, Vasilios	Dokhoian, Yury	GMA op
1	2	0	0	3	nog7_bishop	no	no	no	no	same	1	no		r1bq1rk1/p4p1p/2np1bp1/4p3/1pP1P3/8/PP1NBPPP/1RBQ1RK1 w - - 0 14	0-1	Kuzmin, Alexey	Gligoric, Svetozar	GMA op
1	4	0	0	3	g7	no	yes	no	no	same	0	no		r4rk1/1b2bpp1/p3pn1p/q7/Np5Q/1P2PN2/P3BPPP/2R2RK1 w - - 0 17	0-1	Petursson, Margeir	Gruenberg, Hans Ulrich	GMA op
1	4	1	0	3	g7	no	no	no	no	same	1	no		r1b1r1k1/pp2qppp/5n2/2p1p1B1/2Pn4/P1Q3P1/1P1NPPBP/R4RK1 w - - 0 14	1-0	Balashov, Yuri S	Huzman, Alexander	GMA op
0	3	0	0	3	g7	no	no	no	no	same	1	no		r1bqrbk1/5pp1/1np2n1p/3p4/1P3p2/2NPP1P1/3B2BP/1R1QNRK1 w - - 0 19	1/2-1/2	Nikolic, S.	Klinger, Josef	GMA op
3	2	0	0	3	nog7_bishop	no	no	no	no	same	2	no		1r1r2k1/Rbq2pb1/2p1nnpp/1p2p3/1P2P3/1Q1BBN1P/2P1NPP1/4R1K1 w - - 0 21	0-1	Azmaiparashvili, Zurab	Malisauskas, Vidmantas	GMA op
1	3	0	0	3	nog7_bishop	no	no	no	no	same	1	no		2bq1rk1/2n1ppbp/1ppp1np1/8/3PP3/2N1BN1P/1PP1BPP1/3Q1RK1 w - - 0 13	1/2-1/2	Titov, German	Marjanovic, Slavoljub	GMA op
1	2	0	0	3	nog7_bishop	no	no	no	no	different	1	no		r1bq1rk1/p4pbp/2p3p1/3np3/3B4/2N2P2/PPPQ2PP/2KR1B1R w - e6 0 13	1-0	Smirin, Ilia	Popovic, Petar	GMA op
1	3	0	0	2	nog7_bishop	no	no	no	no	same	1	no		r4rk1/pp1q2bp/1npp1np1/4pb2/2PP4/6PP/PP2NPB1/R1BQNRK1 w - - 0 15	1/2-1/2	Bareev, Evgeny	Rashkovsky, Nukhim N	GMA op
2	1	1	0	3	g7	no	no	no	no	same	1	no		r2r1nk1/ppbbqpp1/2p1p2p/4N3/2BPN3/4P3/PP2QPPP/2RR2K1 w - - 0 16	1/2-1/2	Dreev, Alexey	Razuvaev, Yuri S	GMA op
0	3	0	0	2	g7	no	no	no	yes	no	1	no		r1b2rk1/pp2q1pp/3p1n2/1Pp1pp2/2Pn4/P1Q1P1P1/1B1P1PBP/R3K1NR w KQ - 0 12	0-1	Westerinen, Heikki MJ	Reshevsky, Samuel Herman	GMA op
2	3	1	0	3	nog7_bishop	no	no	no	no	same	1	no		r1b1r1k1/pp2qpb1/2pp1npp/6B1/2PN4/6P1/PPQ1PPBP/R2R2K1 w - - 0 14	0-1	Akopian, Vladimir	Romanishin, Oleg M	GMA op
2	1	0	0	3	g7	no	no	no	no	same	2	no		r2q1rk1/5ppp/p1pb4/1p1n1b2/8/1BPP4/PP3PPP/RNBQR1K1 w - - 0 14	1-0	Geller, Efim P	Smagin, Sergey	GMA op
1	2	0	0	3	nog7_bishop	no	no	no	no	no	1	no		r1q2rk1/ppp1npbp/2n1b1p1/2N1p3/4P3/P2P2PP/1PQBNPB1/R3K2R w KQ - 0 16	1-0	Prins, Lodewijk	Sunye Neto, Jaime	GMA op
0	2	0	0	1	g7	no	no	no	no	same	1	no		5rk1/1p1q2p1/2b1pn2/2Pp3p/1Q1Pp3/4P3/4BPPP/B4RK1 w - h6 0 22	1/2-1/2	Savon, Vladimir A	Tseitlin, Mikhail S	GMA op
0	3	0	0	3	nog7_bishop	no	no	no	no	same	0	no		r1b2rk1/pp2ppbp/1n4p1/8/1B1PP3/5N2/q3BPPP/1R1Q1RK1 w - - 0 14	0-1	Gavrikov, Viktor	Tukmakov, Vladimir B	GMA op
0	2	0	0	3	g7	no	no	no	no	same	1	no		1r1r2k1/1ppqb1pp/1n2bp2/1P2pn2/p1N5/P1NPP1P1/2Q2PBP/1RBR2K1 w - - 0 20	1-0	Olafsson, Helgi	Azmaiparashvili, Zurab	GMA op
1	2	0	0	1	nog7_bishop	no	no	no	no	same	1	no		rnb2rk1/ppp3bp/3p4/3Pqp2/2P5/2N3P1/PP2B2P/R1BQ1RK1 w - - 0 13	1-0	Cvitan, Ognjen	Chernin, Alexander	GMA op
2	4	0	0	3	g7	no	no	no	no	same	1	no		2rq1rk1/pb1pbppp/np2pn2/8/2PQ1B2/2N2NP1/PP2PPBP/R2R2K1 w - - 0 11	0-1	Anastasian, Ashot	Dizdarevic, Emir	GMA op
0	4	0	0	3	g7	no	no	no	no	same	0	no		r2q1rk1/pbp1bppp/1p3n2/3p4/3P4/2N1PNP1/PP1Q1PBP/R4RK1 w - - 0 13	1/2-1/2	Kuzmin, Gennadi P	Dlugy, Maxim	GMA op
0	3	0	0	2	nog7_bishop	no	no	no	no	same	1	no		r4rk1/2pqnpb1/1pn1b2p/p2p2p1/3P4/PPNNP1P1/1B3PBP/R2Q1RK1 w - - 0 15	1-0	Vaisser, Anatoli	Dorfman, Josif D	GMA op
0	2	0	1	1	nog7	no	no	no	no	same	0	no		2r2rk1/2pqn1b1/1p2b2p/1P1p1pp1/3P1P2/2NNP1P1/6BP/2RQR1K1 w - - 0 23	1-0	Vaisser, Anatoli	Dorfman, Josif D	GMA op
2	3	1	0	3	g7	no	no	no	no	same	1	no		r1b1r1k1/pp1nq1pp/2pb1p2/4p1B1/2PPQ3/5N2/PP2BPPP/R2R2K1 w - - 0 14	1/2-1/2	Sveshnikov, Evgeny	Eingorn, Vereslav S	GMA op
1	3	0	0	3	g7	yes	no	no	no	same	1	no		1rbb1rk1/1p1n1pp1/p3p2p/q1p1P3/2BP4/2N2N2/PPQ2PPP/3R1RK1 w - - 0 16	1/2-1/2	Galdunts, Sergey	Farago, Ivan	GMA op
0	2	0	0	2	nog7_bishop	no	no	no	no	same	1	no		r1bq1rk1/ppp1n1bp/3p1np1/2PPp3/1P2Pp2/2N2P2/P2NB1PP/R1BQ1RK1 w - - 0 13	1/2-1/2	Akopian, Vladimir	Gavrikov, Viktor	GMA op
0	2	0	0	1	nog7_bishop	no	no	no	no	same	0	no		r1bqn1k1/1pp2rbp/p2p2n1/1NPPp1p1/PPN1Pp2/5P2/4B1PP/R2QBRK1 w - - 0 18	1/2-1/2	Akopian, Vladimir	Gavrikov, Viktor	GMA op
1	5	0	0	3	g7	no	no	no	no	same	1	no		1rbq1rk1/p1pnbppp/4pn2/1p6/2pPPB2/2N2NP1/PP3PBP/R2Q1RK1 w - b6 0 10	1-0	Klinger, Josef	Gutman, Lev	GMA op
2	1	0	0	3	g7	no	no	no	no	same	1	no		2r1r1k1/2qnbppp/pp1pp3/8/2PNQ3/1P2P2P/PB3PP1/2RR2K1 w - - 0 21	1/2-1/2	Dokhoian, Yury	Karpman, Vadim	GMA op
0	2	0	0	3	nog7_bishop	no	no	no	no	same	1	no		r2qr1k1/5pbp/1nb1p1p1/1p6/2pPP3/B1P2N2/2B1QPPP/RR4K1 w - - 0 20	1/2-1/2	Adorjan, Andras	Kuzmin, Alexey	GMA op
1	3	1	0	3	g7	no	no	no	no	same	1	no		r2q1rk1/pp1n1ppp/2pbpn2/3pNb2/2PP4/1P4P1/PB2PPBP/RN1Q1RK1 w - - 0 10	1/2-1/2	Campora, Daniel Hugo	Lobron, Eric	GMA op
2	3	0	0	3	g7	no	no	no	no	same	1	no		3q1rk1/r4ppp/bp2pn2/p1bp4/2P2B2/1P4P1/P1QNPPBP/R1R3K1 w - - 0 17	1/2-1/2	Makarichev, Sergey	Lputian, Smbat G	GMA op
1	1	0	1	3	g7	no	no	no	no	same	1	no		3rn1k1/2qrbpp1/ppn1p2p/2p5/2P2P2/2NPP1P1/P3Q2P/BR1RN1K1 w - - 0 21	1-0	Reshevsky, Samuel Herman	Lukov, Valentin	GMA op
3	3	0	0	4	g7	no	no	no	no	same	1	no		3rr1k1/ppq2ppp/1np1bp2/8/2PP1N2/1P1B4/P2Q1PPP/R4RK1 w - - 0 16	1/2-1/2	Kholmov, Ratmir D	Mikhalchishin, Adrian	GMA op
2	4	0	0	3	g7	no	no	no	yes	same	2	no		r4rk1/1p2qppp/p1npbb2/2p5/2P1PB2/3B1N2/PP1Q1PPP/R4RK1 w - - 0 14	0-1	Rogers, Ian	Nikolic, S.	GMA op
1	2	0	0	2	nog7	no	no	no	no	same	0	no		r4rk1/pq5p/1n1p2p1/2nPp3/1p2P3/4QPPB/PPRN4/2R3K1 w - - 0 29	1-0	Soltis, Andrew E	Panchenko, Alexander N	GMA op
1	4	0	0	3	nog7_bishop	no	no	no	no	same	1	no		r4rk1/1b2qpbp/np2pnp1/p1pp4/2PP4/1P3NP1/PB1NPPBP/1QR2RK1 w - - 0 13	1/2-1/2	Tukmakov, Vladimir B	Pigusov, Evgeny	GMA op
3	3	0	0	3	nog7_bishop	no	no	no	no	same	2	no		r2q1rk1/pp1n1pbp/2pp1np1/4p3/2BPP3/2N1BQ1P/PPP2PP1/R4RK1 w - e6 0 11	1/2-1/2	Heemskerk, Fenny	Prins, Lodewijk	GMA op
1	2	0	0	2	g7	no	no	no	no	same	0	no		r3r1k1/1pp2pp1/2b2n2/3p3p/pB1Pq3/P5PB/1P1QPP1P/2R1R1K1 w - h6 0 21	1/2-1/2	Rashkovsky, Nukhim N	Razuvaev, Yuri S	GMA op
1	2	0	0	2	g7	no	no	no	no	same	0	no		r3r1k1/1pp2ppn/2b3q1/3p4/pB1P3p/P4PPB/1P1QP2P/2R1R1K1 w - - 0 24	1/2-1/2	Rashkovsky, Nukhim N	Razuvaev, Yuri S	GMA op
1	3	0	0	3	g7	no	no	no	no	same	1	no		r2q1rk1/pp1nbpp1/2p2np1/4p3/P3P3/1N4P1/1PP2PBP/R1BQ1RK1 w - - 0 13	1-0	Gligoric, Svetozar	Savon, Vladimir A	GMA op
1	3	0	0	3	g7	no	no	no	no	same	1	no		r2r1nk1/2qnbpp1/1pp3p1/p3p3/P3P3/1N1RBPPB/1PP2Q1P/R5K1 w - - 0 20	1-0	Gligoric, Svetozar	Savon, Vladimir A	GMA op
2	3	0	0	3	g7	no	no	no	no	no	1	no		rq3rk1/3p1ppp/pP1b4/2pQn3/5B2/8/PP2PPPP/R3KB1R w KQ - 0 14	1-0	Vasiukov, Evgeni	Shirov, Alexei	GMA op
2	3	1	0	2	nog7_bishop	no	no	no	no	same	1	no		rnbq1r1k/pp2p1bp/2p3p1/3pNp2/3Pn3/2P2NP1/PP2PPBP/R1BQR1K1 w - - 0 11	1/2-1/2	Glek, Igor V	Spassov, Liuben	GMA op
1	3	1	0	2	nog7_bishop	no	no	no	no	same	1	no		r1r3k1/pp3pb1/3p3p/1q1PppB1/1P6/3P2P1/Q3PP1P/R4RK1 w - - 0 20	1/2-1/2	Malisauskas, Vidmantas	Spiridonov, Nikola	GMA op
1	2	0	0	3	g7	no	no	no	no	same	1	no		4rrk1/1pqnbppp/p1bpp3/P7/N3P3/4B1P1/1PP2PBP/R2QR1K1 w - - 0 15	1/2-1/2	Marjanovic, Slavoljub	Veroci, Zsuzsa	GMA op
1	2	0	0	2	g7	no	no	no	no	same	2	no		r4rk1/ppqb2pp/2n1pb2/3n1p2/2N5/2PB1N2/PP2QPPP/R1B1R1K1 w - - 0 15	0-1	Panno, Oscar	Westerinen, Heikki MJ	GMA op
1	3	0	0	3	g7	no	no	no	no	same	1	no		r4rk1/pp2bpp1/2npbn1p/q3p3/4P3/2N2N1P/PPP2PP1/R1BQRBK1 w - - 0 12	1/2-1/2	Khalifman, Alexander	Akopian, Vladimir	GMA op
1	4	0	0	3	g7	no	no	no	no	no	1	no		rn1q1rk1/pbp1bppp/1p1pp3/8/2PP1B2/P1Q1PN2/1P3PPP/R3KB1R w KQ - 0 10	1-0	Krasenkow, Michal	Anastasian, Ashot	GMA op
0	3	0	0	3	g7	no	no	no	no	same	2	no		r1bq1rk1/1p2bppp/p2p1n2/2n5/P3Pp2/2NB1N2/1PP3PP/R1BQ1R1K w - - 0 12	1/2-1/2	Gavrikov, Viktor	De Firmian, Nick E	GMA op
2	4	0	0	3	g7	no	no	no	no	same	1	no		r2q1rk1/1ppnbppp/p4n2/3p4/3P2bB/3B1N2/PPPN1PPP/R2Q1RK1 w - - 0 10	1/2-1/2	Bareev, Evgeny	Dreev, Alexey	GMA op
0	2	0	0	2	g7	no	no	no	no	same	0	no		r2q1rk1/ppp1b1p1/2n1p2p/8/4P3/PN1pRN2/1P3PPP/R2Q2K1 w - - 0 15	0-1	Westerinen, Heikki MJ	Glek, Igor V	GMA op
1	1	0	0	3	g7	no	no	no	no	same	1	no		3q1rk1/p1pnbppp/2p1p3/7r/P1NP4/6P1/1BQ1PP1P/R2R2K1 w - - 0 17	1-0	Szekely, Peter	Gurevich, Dmitry	GMA op
1	4	1	1	2	nog7_bishop	no	no	no	no	same	1	no		r4rk1/pp1qnpb1/3p2p1/2pPpnBp/7P/2PP2P1/PP2NPB1/R2Q1RK1 w - - 0 15	1/2-1/2	Psakhis, Lev	Kharitonov, Andrei Y	GMA op
1	3	0	0	3	g7	no	no	no	no	same	2	no		rnb2rk1/1p2bpp1/1qp4p/p3P3/P1B2pn1/2N2N2/1PPB2PP/R2Q1R1K w - - 0 15	0-1	Titov, German	Kotronias, Vasilios	GMA op
1	3	0	0	3	g7	no	no	no	no	same	2	no		r4rk1/2q1bppp/p1npbn2/1pp1p3/P3P3/2PP1N1P/1PB2PP1/R1BQRNK1 w - - 0 15	1-0	Veroci, Zsuzsa	Kupreichik, Viktor D	GMA op
2	3	0	0	3	g7	no	no	no	no	same	1	no		r2qr1k1/p3bppp/1p3n2/2pn4/3P4/1Q3NN1/PP3PPP/R1B1R1K1 w - - 0 16	1/2-1/2	Lobron, Eric	Kuzmin, Gennadi P	GMA op
1	3	1	0	3	g7	no	no	no	no	same	0	no		r2qbrk1/4bppp/2p1pn2/pnPpN3/N2P4/BP4P1/4PPBP/1R1Q1RK1 w - - 0 16	1/2-1/2	Zaitsev, Igor A	Lukov, Valentin	GMA op
0	3	0	0	3	g7	no	no	no	no	same	1	no		1q2brk1/4b1pp/rNp1pp2/pnPp2n1/3P4/1P1N1PP1/1B2P1BP/R2Q1RK1 w - - 0 21	1/2-1/2	Zaitsev, Igor A	Lukov, Valentin	GMA op
1	3	0	0	3	g7	no	no	no	no	same	1	no		3nbrk1/4q1pp/1Pp2p2/1nPpp3/1R6/5PP1/1B2P1BP/2Q2RK1 w - - 0 29	1/2-1/2	Zaitsev, Igor A	Lukov, Valentin	GMA op
