attacking_pieces	pieces_on_king_side	close_combat_pieces	pawn_attack	pawn_defense	defensive_pawn_structure	blocked_center	open_file	strong_open_file	queen_bishop_diagonal	castling_type	bishops	Attack	FEN	Result	Black	White	Event
1.000	2.000	0.000	0.000	3.000	g7	no	no	no	no	same	1.000	no	2r2rk1/p2n1pp1/1pq2n1p/3p4/1RNPp3/2P1B1PP/P1Q1PP2/2R2BK1 b - - 0 20	0-1	Basman, M.	Hartston, W.	Hastings 3/39
0.000	3.000	0.000	1.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	rnq2rk1/pp3pbp/2pp1np1/4p3/2P1PPb1/1PNP2P1/P3N1BP/R1BQ1RK1 w - - 0 11	1-0	Portisch, F.	Dely, P.	Magyarorszag 3/41
3.000	3.000	0.000	0.000	2.000	nog7_bishop	no	no	no	yes	same	1.000	no	3nnrk1/pppq1rbp/3pb1p1/3Np3/2P1P3/4BPP1/PP1QN1BP/4RRK1 w - - 0 16	1/2-1/2	Smyslov, V.	Liberzon, V.	USSR 3/44
1.000	3.000	0.000	0.000	1.000	nog7_bishop	no	no	no	no	same	1.000	no	r4rk1/1ppqn1b1/3pn1p1/1P2p2p/2P1N3/3PPPNb/7P/1RBQR1KB w - h6 0 19	0-1	Murey, J.	Bakulin, N.	USSR 3/46
1.000	2.000	0.000	1.000	3.000	g7	no	no	no	no	same	1.000	no	brqrn1k1/5ppp/ppnppb2/8/P1P1PP2/1PN3P1/1BN1Q1BP/1R1R2K1 w - - 0 21	1-0	Kholmov, R.	Taimanov, M.	USSR (ch) 3/48
1.000	2.000	0.000	1.000	3.000	nog7	no	no	no	no	same	0.000	no	R7/4ppk1/6pp/p3q3/1pb4P/P4BP1/1P1RPPK1/8 w - - 0 28	1/2-1/2	Taimanov, M.	Polugaevsky, L.	USSR (ch) 3/53
2.000	1.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	no	1.000	no	2r2rk1/p2ppp1p/bpn2np1/q2N4/2P1P3/1QP2P2/P2BB1PP/R3K2R w KQ - 0 16	1/2-1/2	Taimanov, M.	Korchnoi, V.	Tallinn 3/55
0.000	3.000	0.000	1.000	2.000	nog7_bishop	no	no	no	no	same	1.000	no	1r3rbk/4n1bp/p2p2p1/qpp1pp2/1nP2P2/1PNPP1PP/P2RN1B1/B1Q2RK1 w - - 0 18	1-0	Polugaevsky, L.	Lein, A.	USSR (ch) 3/56
0.000	2.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	no	1.000	no	1rr3k1/p2q1p1p/3pbbp1/1P2p3/1n6/2NPP1PP/5PB1/1RBQK2R w K - 0 17	0-1	Korchnoi, V.	Szabo, L.	Leningrad 3/57
0.000	3.000	0.000	0.000	2.000	nog7_bishop	no	no	no	no	same	1.000	no	1r3rk1/p2q2b1/1pn1b1pp/1NP1pp2/Q7/P1nPP1P1/5PBP/1RB2RK1 w - - 0 19	1-0	Bobotsov, M.	Nikolaevsky, Y.	Sofia 3/58
0.000	4.000	0.000	1.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	1rbq1rk1/4ppbp/p1np1np1/1pp5/2P1PP2/2NP1NP1/PP4BP/1RBQ1RK1 w - b6 0 11	1/2-1/2	Najdorf, M.	Bronstein, D.	Moscow 3/59
2.000	4.000	0.000	0.000	2.000	nog7_bishop	no	no	no	yes	same	1.000	no	3r1rk1/pb1qn1bp/1pnp2p1/1Np1pp2/1PP2B2/P2P1NP1/4PPBP/1RQ1R1K1 w - - 0 15	1-0	Byrne, R.	Byrne, D.	USA (ch) 3/61
1.000	4.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	1r1q1rk1/4ppbp/2np2p1/1p3b2/1P1Pn3/1RN2NP1/4PPBP/2BQ1RK1 w - - 0 15	1-0	Filip, M.	Stein, L.	Moscow 3/62
1.000	3.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	r2q1rk1/pp1nppbp/3pb1p1/8/2P1P3/1PNQ2P1/P4PBP/R1B2RK1 w - - 0 13	1-0	Shamkovich, L.	Suetin, A.	Leningrad 3/64
1.000	3.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	r2q1rk1/pp1nppbp/3pb1p1/8/2P1P3/1PNQ2P1/P4PBP/R1B2RK1 w - - 0 13	1-0	Shamkovich, L.	Suetin, A.	Leningrad 3/64
1.000	2.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	3rr1k1/p2bppbp/qp1p1np1/8/2P1P3/1PNQ2PP/P2B1PB1/2RR2K1 w - - 0 17	0-1	Osnos, V.	Krogius, N.	USSR (ch) 3/65
1.000	2.000	0.000	0.000	2.000	nog7_bishop	no	no	no	no	same	2.000	no	rnnq1rk1/pp1b2bp/3p2p1/2pPpp2/P1N1P3/2NB4/1PP2PPP/R1BQ1RK1 w - - 0 11	1-0	Espig, L.	Csulits, A.	Colditz 3/67
2.000	4.000	1.000	0.000	3.000	nog7_bishop	no	no	no	no	same	2.000	no	r2q1rk1/pb1nppbp/1p4p1/2pp2B1/3Pn3/2PBPN2/PP1NQPPP/3R1RK1 w - - 0 11	1-0	Savon, V.	Lein, A.	USSR (ch) 3/72
1.000	3.000	1.000	0.000	2.000	nog7_bishop	no	no	no	no	same	1.000	no	r2q1rk1/4n1bp/2ppbnp1/4ppB1/1pP1P3/PNN2P2/4B1PP/R2Q1R1K w - - 0 17	1/2-1/2	Zapata, Alonso	Eingorn, Vereslav S	GMA op
2.000	4.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	r5k1/pp2bp1p/q4np1/3p4/3NnB2/P1P2QN1/1P3PPP/4R1K1 w - - 0 22	1/2-1/2	Dokhoian, Yury	Geller, Efim P	GMA op
1.000	4.000	0.000	0.000	3.000	nog7	no	no	no	no	same	0.000	no	rn3rk1/1b2qp1p/p2pp1p1/8/Nb1P4/3Q1NP1/1P2PPBP/2R2RK1 w - - 0 15	1/2-1/2	Spassov, Liuben	Kochyev, Alexander	GMA op
1.000	1.000	0.000	0.000	3.000	g7	no	no	no	no	same	2.000	no	2rqr1k1/3nbppp/p1bp4/1p6/1P2P3/P6P/1BBN1PP1/R2QR1K1 w - - 0 19	0-1	Romanishin, Oleg M	Kotronias, Vasilios	GMA op
1.000	5.000	0.000	0.000	2.000	g7	no	no	no	no	same	1.000	no	rnbq1rk1/pp2b1pp/2p1p3/3p1p2/2PPnB2/1Q3NP1/PP2PPBP/RN3RK1 w - f6 0 10	1/2-1/2	Bareev, Evgeny	Kuzmin, Gennadi P	GMA op
0.000	2.000	0.000	0.000	2.000	nog7_bishop	no	no	no	no	same	1.000	no	r1bq1r1k/2pnn1bp/1p1p2p1/p2Pp3/1PP1Pp2/P1N2P2/2QNB1PP/1RB2RK1 w - - 0 15	1/2-1/2	Gruenberg, Hans Ulrich	Lerner, Konstantin Z	GMA op
0.000	4.000	0.000	0.000	1.000	nog7_bishop	no	no	no	no	same	0.000	no	1r2r2k/p2b2b1/5q1p/1ppP4/3pPp2/P2P1P2/4QBBP/1R3R1K w - - 0 30	1-0	Shabalov, Alexander	Lobron, Eric	GMA op
1.000	3.000	0.000	0.000	3.000	g7	no	no	no	no	same	1.000	no	2rr2k1/pp1qb1pp/nn2bp2/2p1p3/4N3/1P1PPNP1/P2B1PBP/1QRR2K1 w - - 0 17	1/2-1/2	Smejkal, Jan	Murey, Jacob	GMA op
1.000	3.000	0.000	0.000	3.000	g7	no	no	no	no	same	2.000	no	r2qr1k1/pbpn1pp1/1p3n1p/3p4/3P4/P1PBPPN1/6PP/R1BQ1RK1 w - - 0 13	1-0	Heemskerk, Fenny	Padevsky, Nikola	GMA op
0.000	3.000	0.000	0.000	2.000	g7	no	no	no	no	same	1.000	no	1r3rk1/1b1nb1pp/p3q3/1pp1pp2/8/1P1PPNP1/PBQ2PBP/R2R2K1 w - - 0 22	1/2-1/2	Lein, Anatoly	Spiridonov, Nikola	GMA op
2.000	3.000	0.000	0.000	3.000	g7	no	no	no	no	same	0.000	no	r5k1/pp4pp/nq1rpp2/2p5/b1P4B/8/PP1QBPPP/R4RK1 w - - 0 19	0-1	Gavrikov, Viktor	Tiviakov, Sergei	GMA op
1.000	3.000	0.000	0.000	3.000	g7	no	no	no	no	same	2.000	no	2rq1rk1/pb2bpp1/1p2p2p/n1p5/3P4/P1PBPN2/1B2QPPP/3R1RK1 w - - 0 15	1-0	Anastasian, Ashot	Vyzmanavin, Alexey	GMA op
1.000	4.000	0.000	0.000	2.000	nog7_bishop	no	no	no	no	same	1.000	no	r2q1rk1/bpp2p2/p1np1n1p/P3p1pb/1PB1P3/2PP1NBP/5PP1/RN1Q1RK1 w - - 0 14	1-0	Tseitlin, Mikhail S	Yudasin, Leonid	GMA op
1.000	3.000	0.000	0.000	2.000	nog7_bishop	no	no	no	no	same	1.000	no	r1b1qrk1/1pp1p1bp/n2p2p1/p2P4/2PNn3/6P1/PP3PBP/R1BQ1RK1 w - - 0 12	1/2-1/2	Piskov, Yury	Cvitan, Ognjen	GMA op
1.000	2.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	3q1rk1/pr1nppbp/b2p2p1/3P4/4P3/1P4P1/2N2PBP/1RBQR1K1 w - - 0 18	1-0	Smejkal, Jan	Dorfman, Josif D	GMA op
0.000	3.000	0.000	0.000	3.000	g7	no	no	no	no	same	0.000	no	r1b1r1k1/pp3ppp/nq1p1n2/3Pp3/1pP1P3/P5P1/1P1N1PBP/R2QNRK1 w - - 0 14	1-0	Fauland, Alexander	Farago, Ivan	GMA op
1.000	3.000	1.000	0.000	3.000	nog7_bishop	no	no	no	no	same	2.000	no	r3r1k1/1bp2p1p/p2p1qpB/np2p2n/4P3/2PPbNPP/PPB1QP2/R2R2K1 w - - 0 18	1-0	Fishbein, Alexander	Galdunts, Sergey	GMA op
2.000	3.000	1.000	0.000	3.000	g7	no	no	no	no	same	1.000	no	r1qrb1k1/1p2bpp1/p3pn1p/4N3/1PP5/P2B2B1/4QPPP/3R1RK1 w - - 0 19	0-1	Dolmatov, Sergey	Gelfand, Boris	GMA op
0.000	2.000	0.000	1.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	r3r1k1/p2n1pbp/3p1np1/qppP4/4PP2/2N1BB1P/PP4P1/R2QR1K1 w - b6 0 15	0-1	Yurtaev, Leonid	Glek, Igor V	GMA op
1.000	4.000	0.000	0.000	3.000	g7	no	no	no	no	same	1.000	no	r1b2rk1/pp3ppp/nq2pb2/2n5/5B2/2N2NP1/PP1RPPBP/R2Q2K1 w - - 0 15	1/2-1/2	Yudasin, Leonid	Gurevich, Dmitry	GMA op
2.000	3.000	0.000	1.000	3.000	g7	no	no	no	yes	same	1.000	no	2r2rk1/pb1n1ppp/1p2pb1q/8/1P2P2P/P1B3P1/1Q1N1PB1/R4RK1 w - - 0 19	1-0	Karpman, Vadim	Hansen, Curt	GMA op
1.000	2.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	2r2rk1/p2qnpbp/bp1p2p1/8/4Pp2/NQP1B1P1/PP4BP/R3R1K1 w - - 0 17	1-0	Shirov, Alexei	Kaidanov, Gregory S	GMA op
5.000	2.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	2.000	no	r4rk1/1p2qpbp/p2N2p1/3Bn3/4P1b1/1Q2B3/PP4PP/3R1RK1 w - - 0 20	1-0	Lautier, Joel	Kharitonov, Andrei Y	GMA op
0.000	2.000	0.000	1.000	3.000	g7	no	no	no	no	same	0.000	no	5rk1/1q3ppp/pBn1pb2/1p6/5P2/1PP3PP/P3N2K/3R2Q1 w - - 0 27	1/2-1/2	Kochyev, Alexander	Kholmov, Ratmir D	GMA op
1.000	1.000	0.000	0.000	3.000	g7	no	no	no	no	different	1.000	no	1r2r1k1/3b1ppp/p1p5/2np4/1q1N4/4B3/PPP2PPP/1K1RRQ2 w - - 0 19	1/2-1/2	Lputian, Smbat G	Kramnik, Vladimir	GMA op
0.000	4.000	0.000	0.000	3.000	g7	no	no	no	no	same	1.000	no	r2q1rk1/pb2bppp/1pn5/2pp4/3Pn3/1P2PNP1/PB1N1PBP/R2Q1RK1 w - - 0 12	0-1	Khalifman, Alexander	Kuzmin, Gennadi P	GMA op
2.000	2.000	0.000	1.000	2.000	nog7_bishop	no	no	no	yes	same	1.000	no	4r3/pp2p1bk/5pp1/3q3p/2rP1B1P/2P2P2/P1RQ1KP1/4R3 w - - 0 25	1-0	Spassov, Liuben	Lein, Anatoly	GMA op
0.000	2.000	0.000	0.000	3.000	g7	no	no	no	no	same	0.000	no	r1b2rk1/1p3ppp/5q2/p1p5/2Pp4/1Q3BP1/PP2PP1P/R2R2K1 w - - 0 20	1/2-1/2	Eingorn, Vereslav S	Makarichev, Sergey	GMA op
1.000	2.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	2.000	no	1rb2rk1/2qn1pbp/1pp2np1/4p3/4P3/2NB1N1P/1PPB1PP1/R2QR1K1 w - - 0 15	0-1	Azmaiparashvili, Zurab	Malisauskas, Vidmantas	GMA op
1.000	3.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	r1b1qrk1/p1p2pb1/p5pp/2P1p3/4Pn2/2N1BN1P/PP3PP1/R2Q1RK1 w - - 0 16	1/2-1/2	Timoscenko, Gennadij	Miles, Anthony J	GMA op
3.000	2.000	1.000	0.000	3.000	g7	no	no	no	yes	no	2.000	no	r1bqrnk1/ppp1bppp/5n2/3p2B1/3P4/2NBP3/PPQ1NPPP/R3K2R w KQ - 0 10	1-0	Panchenko, Alexander N	Padevsky, Nikola	GMA op
2.000	3.000	0.000	0.000	3.000	g7	no	no	no	no	same	1.000	no	r3r1k1/pp1bqppp/6n1/3Pn3/2p1P3/2NB2NP/PP1Q2P1/3R1RK1 w - - 0 20	1-0	Panchenko, Alexander N	Padevsky, Nikola	GMA op
1.000	1.000	1.000	0.000	2.000	g7	no	no	no	no	same	2.000	no	1n1qr1k1/1br3pp/pp2pn2/4N3/PbBP4/1PN5/1B2Q1PP/2RR2K1 w - - 0 20	1/2-1/2	Spiridonov, Nikola	Panno, Oscar	GMA op
1.000	4.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	r1b2rk1/pp1nppb1/2n3pp/q1p5/2P5/1QN1BNP1/PP2PPBP/3R1RK1 w - - 0 12	1/2-1/2	Tseshkovsky, Vitaly	Petrosian, Arshak B	GMA op
0.000	3.000	0.000	0.000	3.000	g7	no	no	no	no	same	1.000	no	r4rk1/pp1nqppp/2pbpn2/3p4/2PP4/1P3BP1/PB1NPP1P/R2Q1RK1 w - - 0 11	1/2-1/2	Vladimirov, Evgeny	Pigusov, Evgeny	GMA op
1.000	4.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	2.000	no	r1b1r1k1/1p1nqpbp/p2p1np1/2pP4/P3PB2/2NB1N1P/1P3PP1/R2Q1RK1 w - - 0 13	1/2-1/2	Minasian, Artashes	Psakhis, Lev	GMA op
0.000	2.000	0.000	0.000	2.000	nog7_bishop	no	no	no	no	same	1.000	no	r1b1q1k1/1p4b1/2p3pp/p2n1p2/P4p2/1NPP2P1/1P1B2BP/R2Q2K1 w - - 0 19	0-1	Shabalov, Alexander	Rogers, Ian	GMA op
2.000	3.000	1.000	0.000	3.000	g7	no	no	no	no	same	1.000	no	r3r1k1/1pq2pp1/2pb3p/p2n2B1/P2N2b1/2P3P1/1PQ2PBP/R3R1K1 w - - 0 20	1/2-1/2	Vyzmanavin, Alexey	Ubilava, Elizbar	GMA op
1.000	1.000	0.000	0.000	3.000	g7	no	no	no	no	same	0.000	no	4rr1k/1p1b1ppp/p4nq1/P7/4p3/1P2Q2P/2PNBPP1/R3R2K w - - 0 24	0-1	Lobron, Eric	Zapata, Alonso	GMA op
1.000	3.000	0.000	0.000	1.000	nog7_bishop	no	no	no	no	same	1.000	no	1r3rk1/p1n1pbbp/3p1n2/1p1P2p1/1P3pq1/1NN3P1/P2QPPBP/B1R2RK1 w - - 0 20	1-0	Kramnik, Vladimir	Dautov, Rustem	GMA op
1.000	3.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	r4nk1/1p2qpbp/2p2np1/8/3BP3/pPN2B1P/P1Q2PP1/5RK1 w - - 0 22	0-1	Bagirov, Vladimir	Fauland, Alexander	GMA op
0.000	4.000	0.000	0.000	3.000	g7	no	no	no	no	same	0.000	no	r1r3k1/3nbppp/pq2pn2/1pp5/P2Pb3/BP2NNP1/Q3PPBP/R4RK1 w - - 0 15	0-1	Smagin, Sergey	Galliamova, Alisa	GMA op
0.000	1.000	0.000	0.000	3.000	g7	no	no	no	no	same	0.000	no	1r1r2k1/1bq2pp1/5b1p/pBp1p3/P3P3/2p5/1P2QPPP/R1N1R1K1 w - - 0 22	1/2-1/2	Szekely, Peter	Geller, Efim P	GMA op
2.000	4.000	1.000	0.000	3.000	g7	no	no	no	no	same	1.000	no	1nbq1rk1/1rp2ppp/p2b1n2/3PN3/PppN1B2/6P1/1P3PBP/R2Q1RK1 w - - 0 16	1-0	Klinger, Josef	Gutman, Lev	GMA op
2.000	2.000	0.000	0.000	3.000	g7	no	no	no	no	same	1.000	no	1nr2rk1/2q1bppp/pp1ppn2/8/2P5/1PN1PN1P/PBQ2PP1/2RR2K1 w - - 0 18	1/2-1/2	Dokhoian, Yury	Karpman, Vadim	GMA op
1.000	4.000	1.000	0.000	3.000	g7	no	no	no	no	same	1.000	no	r2q1rk1/1pp1bppp/2b1pn2/p5B1/PnQP4/2N2NP1/1P2PPBP/R2R2K1 w - - 0 13	1-0	Tunik, Gennady	Khalifman, Alexander	GMA op
3.000	4.000	0.000	0.000	3.000	nog7_bishop	no	yes	no	no	same	1.000	no	5rk1/p3ppbp/b1p3p1/3pP3/4N2Q/r4NP1/q4PBP/2B1R1K1 w - - 0 27	1-0	Kupreichik, Viktor D	Kochyev, Alexander	GMA op
1.000	3.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	0.000	no	rn1q1rk1/pb2ppbp/1p4p1/2p5/2pPP2B/2P5/P2NBPPP/1R1Q1RK1 w - - 0 14	1/2-1/2	Huzman, Alexander	Lerner, Konstantin Z	GMA op
1.000	3.000	0.000	1.000	2.000	nog7_bishop	no	no	no	no	same	0.000	no	5bk1/5b2/1p1q2pp/2p2p2/r2P1P1B/1pP1Q3/1P4BP/4R1K1 w - - 0 32	0-1	Shabalov, Alexander	Rogers, Ian	GMA op
1.000	3.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	rn3rk1/pq3pbp/3p1np1/3Pp3/1pb1P3/5PP1/PP3R1P/RNB1QBK1 w - - 0 18	1-0	Soltis, Andrew E	Panchenko, Alexander N	GMA op
1.000	3.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	r1bqr1k1/5pb1/p2p1npp/npp1p3/4P2B/2PPNN2/PPB2PPP/R2QR1K1 w - - 0 16	0-1	Romanishin, Oleg M	Smirin, Ilia	GMA op
2.000	1.000	0.000	0.000	2.000	nog7	no	no	no	no	same	1.000	no	4r3/1brq1pk1/p2p2p1/1pp1p2p/1P2Pn2/PBPPN2P/3Q1PPK/R3R3 w - - 0 29	0-1	Romanishin, Oleg M	Smirin, Ilia	GMA op
2.000	3.000	0.000	0.000	2.000	nog7_bishop	no	no	no	yes	same	1.000	no	r4rbk/pp2p1bp/1qp3p1/3p1p2/3P1B2/2P3PB/PP1QPP1P/R3R1K1 w - - 0 18	1/2-1/2	Glek, Igor V	Spassov, Liuben	GMA op
1.000	3.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	r1r3k1/pp2npbp/3p2p1/1q1Pp3/1P6/3P2P1/Q3PPBP/R1B2RK1 w - - 0 17	1/2-1/2	Malisauskas, Vidmantas	Spiridonov, Nikola	GMA op
1.000	3.000	1.000	0.000	2.000	nog7_bishop	no	no	no	no	same	1.000	no	r1r3k1/pp3pb1/3p3p/1q1PppB1/1P6/3P2P1/Q3PP1P/R4RK1 w - - 0 20	1/2-1/2	Malisauskas, Vidmantas	Spiridonov, Nikola	GMA op
3.000	4.000	0.000	0.000	3.000	nog7_bishop	no	no	no	yes	same	2.000	no	r3r3/ppnb1pbk/3p1qpp/2pP4/2P2B2/1P1B1N1P/P2Q1PP1/4RRK1 w - - 0 19	1-0	Gheorghiu, Florin	Timoscenko, Gennadij	GMA op
1.000	2.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	r1b2rk1/pp1nqpbp/2pp1np1/4p3/2PPP3/2N2N2/PPQ1BPPP/R1BR2K1 w - - 0 10	1-0	Zapata, Alonso	Titov, German	GMA op
0.000	2.000	0.000	0.000	2.000	nog7_bishop	no	no	no	no	same	0.000	no	r1b2rk1/pp2qpb1/3p1n1p/2pPp3/2P1Pn2/2N1NpB1/PPQ1B1PP/R2R2K1 w - - 0 18	1-0	Zapata, Alonso	Titov, German	GMA op
2.000	1.000	0.000	0.000	2.000	g7	no	no	no	no	same	1.000	no	3brrk1/1p1q2pp/p2pp3/P7/4b3/2PQB1P1/1P3P1P/R3R1K1 w - - 0 20	1/2-1/2	Marjanovic, Slavoljub	Veroci, Zsuzsa	GMA op
1.000	3.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	r1bq1rk1/pp3pbp/n4np1/2pp4/2Q1P3/2N2N2/PP2BPPP/R1B2RK1 w - - 0 11	1-0	Popovic, Petar	Vladimirov, Evgeny	GMA op
1.000	3.000	1.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	3r1rk1/pp3pbp/nq3np1/2pPBb2/2Q5/2N2N2/PP2BPPP/R4RK1 w - - 0 14	1-0	Popovic, Petar	Vladimirov, Evgeny	GMA op
1.000	3.000	0.000	0.000	3.000	nog7	no	no	no	no	same	0.000	no	1q2r1k1/2nb1p1p/3p2p1/1p1P4/1Pp1P3/2b2N1P/1Q3PP1/4RBK1 w - - 0 27	1-0	Stefansson, Hannes	Vyzmanavin, Alexey	GMA op
0.000	2.000	0.000	0.000	2.000	g7	no	no	no	no	same	0.000	no	2r2rk1/pp1b2pp/1q1Pp3/3p1p2/8/P2nPN2/1P2QPPP/2RR2K1 w - - 0 20	1-0	Arakhamia Grant, Ketevan	Yurtaev, Leonid	GMA op
2.000	1.000	1.000	1.000	2.000	g7	no	no	no	no	same	0.000	no	2r3k1/2r3p1/1p1qp2p/1b1pNp2/1P1Q1P2/2R1P3/6PP/2R3K1 w - - 0 28	1-0	Arakhamia Grant, Ketevan	Yurtaev, Leonid	GMA op
1.000	2.000	0.000	0.000	3.000	g7	no	no	no	no	same	1.000	no	r4rk1/3p1ppp/pPb1nq2/8/2Nb4/5P2/1P2Q1PP/RNB2R1K w - - 0 20	0-1	Mikhalchishin, Adrian	Anand, Viswanathan	GMA op
1.000	3.000	0.000	0.000	3.000	g7	no	no	no	no	same	2.000	no	r4rk1/1q1bbppp/p2ppn2/2n5/3NP3/1BN1BP2/PP3QPP/R4RK1 w - - 0 17	0-1	Zaichik, Gennadi	Arakhamia Grant, Ketevan	GMA op
0.000	4.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	r1bqr1k1/ppp1ppbp/1n4p1/n2P4/8/2N1PNP1/PP3PBP/R1BQ1RK1 w - - 0 11	1-0	Huzman, Alexander	Cvitan, Ognjen	GMA op
0.000	2.000	0.000	0.000	2.000	g7	yes	no	no	no	same	0.000	no	5rk1/1pp1brp1/2n1p2p/4P2q/p7/PN1R1NP1/1P2QPKP/4R3 w - - 0 23	0-1	Westerinen, Heikki MJ	Glek, Igor V	GMA op
1.000	3.000	0.000	0.000	3.000	nog7_bishop	no	no	no	no	same	1.000	no	r1bqnrk1/1n3pbp/pp1p2p1/2pPp3/1PP1P3/P1N3P1/3N1PBP/1RBQ1RK1 w - - 0 14	1/2-1/2	Rashkovsky, Nukhim N	Hansen, Curt	GMA op
